2015_06_04_0000.csv,1,0.035479,3.767063,1594.773204
2015_06_04_0000.csv,2,0.017648,3.572795,1818.671984
2015_06_04_0000.csv,3,0.057964,3.710024,1355.890799
2015_06_04_0000.csv,4,0.073429,3.658268,599.015502
2015_06_04_0000.csv,5,0.011493,3.506701,1398.843808
2015_06_04_0000.csv,6,0.094784,3.646590,2123.172000
2015_06_04_0000.csv,7,0.114046,3.743913,1066.999999
2015_06_04_0000.csv,8,0.035310,3.411674,3852.531010
2015_06_04_0000.csv,9,0.025813,3.167269,3847.156495
2015_06_04_0000.csv,10,0.045197,3.702633,1218.937500
2015_06_04_0000.csv,11,0.085523,3.979296,855.781200
2015_06_04_0000.csv,12,0.140239,3.624799,1262.125002
2015_06_04_0000.csv,13,0.099737,3.635496,563.343799
2015_06_04_0000.csv,14,0.050951,3.691982,601.062500
2015_06_04_0000.csv,15,0.115206,3.675439,1665.500000
2015_06_04_0004.csv,1,0.094676,3.024366,646.093701
2015_06_04_0004.csv,2,0.113745,2.888876,1173.000004
2015_06_04_0004.csv,3,0.106691,3.791701,1072.155998
2015_06_04_0004.csv,4,0.086557,3.696207,509.031200
2015_06_04_0004.csv,5,0.115352,3.410798,328.359500
2015_06_04_0004.csv,6,0.007526,3.855245,1401.452983
2015_06_04_0004.csv,7,0.053337,2.325639,1366.015802
2015_06_04_0004.csv,8,0.011698,3.262074,2564.453108
2015_06_04_0004.csv,9,0.066792,3.771213,582.953102
2015_06_04_0004.csv,10,0.037788,4.019448,441.577999
2015_06_04_0004.csv,11,0.007589,3.486097,4809.984193
2015_06_04_0004.csv,12,0.120280,3.659759,920.531200
2015_06_04_0004.csv,13,0.078400,3.794141,847.781203
2015_06_04_0004.csv,14,0.111344,3.843849,579.000000
2015_06_04_0004.csv,15,0.178986,3.547956,486.406502
2015_06_04_0004.csv,16,0.192280,3.209415,536.500001
2015_06_04_0004.csv,17,0.126007,3.911542,1163.875000
2015_06_04_0004.csv,18,0.055717,3.717155,1071.249995
2015_06_04_0004.csv,19,0.028467,3.723483,3791.624989
2015_06_04_0004.csv,20,0.114604,3.892997,415.562500
2015_06_04_0004.csv,21,0.152197,3.824205,638.562500
2015_06_04_0004.csv,22,0.103398,3.826801,2069.062500
2015_06_04_0004.csv,23,0.084344,3.765195,664.687500
2015_06_04_0007.csv,1,0.138280,4.504825,1144.624999
2015_06_04_0020.csv,1,0.188544,5.584322,297.390001
2015_06_04_0008.csv,1,0.271177,2.707842,275.359200
2015_06_04_0008.csv,2,0.064793,2.614933,497.703099
2015_06_04_0008.csv,3,0.221684,2.473764,447.156500
2015_06_04_0008.csv,4,0.065860,2.555943,582.656300
2015_06_04_0008.csv,5,0.143608,6.331538,4865.624998
2015_06_04_0009.csv,1,0.283524,4.042494,1617.019700
2015_06_04_0009.csv,2,0.087710,4.144716,4953.054908
2015_06_04_0009.csv,3,0.060594,4.715728,2219.703003
2015_06_04_0009.csv,4,0.044258,10.432289,3101.421895
2015_06_04_0010.csv,1,0.104143,3.912415,729.580000
2015_06_04_0010.csv,2,0.521521,3.368081,465.221000
2015_06_04_0012.csv,1,0.122669,4.278238,481.390497
2015_06_04_0012.csv,2,0.531602,2.964012,401.941499
2015_06_04_0012.csv,3,0.147031,4.303808,366.101499
2015_06_04_0012.csv,4,0.059964,4.473752,521.656201
2015_06_04_0012.csv,5,0.030510,4.077866,1144.062494
2015_06_04_0013.csv,1,0.058322,2.445180,743.718696
2015_06_04_0013.csv,2,0.035385,2.983378,1448.281500
2015_06_04_0013.csv,3,0.048855,2.810468,3624.249986
2015_06_04_0013.csv,4,0.196250,2.261097,746.343500
2015_06_04_0013.csv,5,0.112347,3.322175,601.656300
2015_06_04_0013.csv,6,0.036293,3.351048,908.374996
2015_06_04_0017.csv,1,0.218460,2.725409,531.550801
2015_06_04_0017.csv,2,0.199240,2.634366,391.890400
2015_06_04_0017.csv,3,0.210972,2.628041,883.191201
2015_06_04_0017.csv,4,0.033311,2.653153,2135.007895
2015_06_04_0017.csv,5,0.400409,2.337720,278.406299
2015_06_04_0017.csv,6,0.298467,2.729721,293.687401
2015_06_04_0017.csv,7,0.133383,2.668389,230.078000
2015_06_04_0017.csv,8,0.203786,2.611851,837.515598
2015_06_04_0017.csv,9,0.219031,5.184751,424.242499
2015_06_04_0017.csv,10,0.091119,4.632528,741.656502
2015_06_04_0017.csv,11,0.165295,4.996998,249.468804
2015_06_04_0017.csv,12,0.116395,5.523228,534.281499
2015_06_04_0017.csv,13,0.397967,5.056200,212.875000
